time	SOL	GAS	TA	MH	BF	VL	VM	RF	GMAX	GMED
0	0.000587	0.000273	0.005365	0.000359	0.000277	0.000303	0.000332	0.000217	0.000198	0.000269
0.0005	0.000641	0.000299	0.005877	0.000392	0.000305	0.000331	0.000362	0.000237	0.000217	0.000295
0.001	0.000697	0.000325	0.006409	0.000426	0.000333	0.00036	0.000394	0.000258	0.000237	0.000321
0.0015	0.000753	0.000353	0.006956	0.000461	0.000363	0.00039	0.000425	0.000279	0.000257	0.000348
0.002	0.00081	0.00038	0.007514	0.000496	0.000394	0.00042	0.000457	0.0003	0.000278	0.000375
0.0025	0.000868	0.000408	0.008081	0.000531	0.000426	0.00045	0.000489	0.000322	0.000299	0.000402
0.003	0.000924	0.000435	0.008653	0.000566	0.000458	0.00048	0.00052	0.000343	0.00032	0.00043
0.0035	0.000981	0.000463	0.00923	0.000601	0.000491	0.00051	0.000551	0.000364	0.000342	0.000457
0.004	0.001037	0.00049	0.009809	0.000635	0.000525	0.00054	0.000581	0.000385	0.000364	0.000485
0.0045	0.001092	0.000518	0.010389	0.000669	0.000559	0.00057	0.000611	0.000406	0.000385	0.000512
0.005	0.001146	0.000545	0.010969	0.000703	0.000594	0.000599	0.00064	0.000426	0.000407	0.000539
0.0055	0.001199	0.000572	0.011548	0.000735	0.000629	0.000628	0.000669	0.000446	0.000429	0.000566
0.006	0.001251	0.000598	0.012126	0.000768	0.000665	0.000656	0.000696	0.000465	0.000451	0.000592
0.0065	0.001302	0.000624	0.012702	0.000799	0.000701	0.000684	0.000723	0.000485	0.000473	0.000619
0.007	0.001352	0.00065	0.013275	0.00083	0.000737	0.000712	0.000749	0.000503	0.000494	0.000644
0.0075	0.001401	0.000675	0.013846	0.00086	0.000774	0.000739	0.000775	0.000522	0.000516	0.00067
0.008	0.001448	0.0007	0.014413	0.000889	0.000811	0.000765	0.000799	0.00054	0.000538	0.000695
0.0085	0.001495	0.000724	0.014976	0.000918	0.000848	0.000791	0.000823	0.000557	0.000559	0.00072
0.009	0.001541	0.000748	0.015536	0.000946	0.000885	0.000817	0.000846	0.000575	0.000581	0.000745
0.0095	0.001585	0.000772	0.016091	0.000974	0.000922	0.000842	0.000869	0.000592	0.000602	0.000769
0.01	0.001629	0.000795	0.016643	0.001001	0.000959	0.000867	0.00089	0.000608	0.000623	0.000793
0.0105	0.001672	0.000818	0.01719	0.001027	0.000997	0.000891	0.000911	0.000624	0.000645	0.000816
0.011	0.001714	0.000841	0.017733	0.001053	0.001034	0.000915	0.000932	0.00064	0.000666	0.00084
0.0115	0.001755	0.000863	0.018271	0.001078	0.001071	0.000938	0.000952	0.000656	0.000686	0.000863
0.012	0.001796	0.000884	0.018805	0.001103	0.001109	0.000961	0.000971	0.000671	0.000707	0.000885
0.0125	0.001835	0.000906	0.019334	0.001127	0.001146	0.000984	0.00099	0.000686	0.000728	0.000908
0.013	0.001874	0.000927	0.019858	0.00115	0.001183	0.001006	0.001008	0.000701	0.000748	0.00093
0.0135	0.001912	0.000947	0.020377	0.001173	0.00122	0.001028	0.001026	0.000715	0.000769	0.000951
0.014	0.00195	0.000967	0.020891	0.001196	0.001257	0.001049	0.001043	0.000729	0.000789	0.000973
0.0145	0.001987	0.000987	0.0214	0.001218	0.001294	0.00107	0.00106	0.000743	0.000809	0.000994
0.015	0.002024	0.001007	0.021904	0.00124	0.00133	0.001091	0.001077	0.000757	0.000829	0.001015
0.0155	0.00206	0.001026	0.022403	0.001262	0.001367	0.001112	0.001093	0.000771	0.000849	0.001035
0.016	0.002096	0.001045	0.022897	0.001283	0.001403	0.001132	0.001108	0.000784	0.000869	0.001056
0.0165	0.002131	0.001063	0.023386	0.001303	0.001439	0.001152	0.001124	0.000797	0.000888	0.001076
0.017	0.002165	0.001082	0.023869	0.001324	0.001474	0.001171	0.001139	0.00081	0.000908	0.001096
0.0175	0.0022	0.0011	0.024347	0.001344	0.001509	0.001191	0.001154	0.000823	0.000927	0.001115
0.018	0.002234	0.001117	0.024819	0.001363	0.001544	0.00121	0.001168	0.000836	0.000946	0.001135
0.0185	0.002268	0.001135	0.025286	0.001383	0.001579	0.001228	0.001182	0.000848	0.000965	0.001154
0.019	0.002301	0.001152	0.025747	0.001402	0.001613	0.001247	0.001196	0.00086	0.000984	0.001172
0.0195	0.002334	0.001169	0.026203	0.00142	0.001647	0.001265	0.00121	0.000873	0.001003	0.001191
0.02	0.002367	0.001185	0.026653	0.001439	0.00168	0.001283	0.001223	0.000885	0.001021	0.001209
0.0205	0.002399	0.001202	0.027098	0.001457	0.001714	0.0013	0.001237	0.000897	0.001039	0.001228
0.021	0.002432	0.001218	0.027537	0.001475	0.001746	0.001318	0.00125	0.000908	0.001058	0.001246
0.0215	0.002464	0.001234	0.02797	0.001492	0.001778	0.001335	0.001262	0.00092	0.001076	0.001263
0.022	0.002495	0.001249	0.028397	0.001509	0.00181	0.001352	0.001275	0.000932	0.001093	0.001281
0.0225	0.002527	0.001265	0.028818	0.001526	0.001842	0.001368	0.001288	0.000943	0.001111	0.001298
0.023	0.002558	0.00128	0.029233	0.001543	0.001873	0.001385	0.0013	0.000954	0.001128	0.001315
0.0235	0.00259	0.001295	0.029643	0.00156	0.001903	0.001401	0.001312	0.000966	0.001146	0.001332
0.024	0.002621	0.00131	0.030046	0.001576	0.001933	0.001417	0.001324	0.000977	0.001163	0.001348
0.0245	0.002651	0.001324	0.030444	0.001592	0.001962	0.001432	0.001335	0.000988	0.00118	0.001365
0.025	0.002682	0.001338	0.030835	0.001607	0.001991	0.001447	0.001347	0.000999	0.001196	0.001381
0.0255	0.002712	0.001353	0.03122	0.001623	0.00202	0.001462	0.001358	0.001009	0.001213	0.001397
0.026	0.002743	0.001367	0.031599	0.001638	0.002048	0.001477	0.001369	0.00102	0.001229	0.001412
0.0265	0.002773	0.00138	0.031972	0.001653	0.002075	0.001492	0.001381	0.001031	0.001245	0.001428
0.027	0.002803	0.001394	0.032338	0.001668	0.002102	0.001506	0.001391	0.001041	0.001261	0.001443
0.0275	0.002832	0.001408	0.032698	0.001682	0.002128	0.00152	0.001402	0.001051	0.001277	0.001458
0.028	0.002862	0.001421	0.033052	0.001696	0.002154	0.001534	0.001413	0.001062	0.001293	0.001473
0.0285	0.002891	0.001434	0.0334	0.00171	0.002179	0.001547	0.001423	0.001072	0.001308	0.001487
0.029	0.002921	0.001447	0.033742	0.001724	0.002204	0.00156	0.001434	0.001082	0.001323	0.001501
0.0295	0.00295	0.00146	0.034077	0.001737	0.002228	0.001573	0.001444	0.001092	0.001338	0.001515
0.03	0.002979	0.001473	0.034405	0.001751	0.002252	0.001586	0.001454	0.001102	0.001353	0.001529
0.0305	0.003007	0.001485	0.034727	0.001764	0.002274	0.001598	0.001464	0.001112	0.001367	0.001543
0.031	0.003036	0.001498	0.035043	0.001776	0.002297	0.00161	0.001473	0.001121	0.001382	0.001556
0.0315	0.003064	0.00151	0.035353	0.001789	0.002319	0.001622	0.001483	0.001131	0.001396	0.001569
0.032	0.003093	0.001523	0.035656	0.001801	0.00234	0.001634	0.001492	0.00114	0.00141	0.001582
0.0325	0.003121	0.001535	0.035952	0.001813	0.00236	0.001645	0.001502	0.00115	0.001423	0.001595
0.033	0.003149	0.001547	0.036242	0.001825	0.00238	0.001656	0.001511	0.001159	0.001437	0.001608
0.0335	0.003177	0.001559	0.036526	0.001836	0.0024	0.001666	0.00152	0.001168	0.00145	0.00162
0.034	0.003204	0.001571	0.036803	0.001847	0.002419	0.001677	0.001529	0.001177	0.001463	0.001632
0.0345	0.003232	0.001583	0.037074	0.001858	0.002437	0.001687	0.001537	0.001186	0.001476	0.001644
0.035	0.003259	0.001595	0.037339	0.001869	0.002454	0.001697	0.001546	0.001195	0.001488	0.001655
0.0355	0.003286	0.001607	0.037597	0.001879	0.002471	0.001706	0.001554	0.001204	0.001501	0.001667
0.036	0.003313	0.001619	0.037848	0.001889	0.002488	0.001716	0.001563	0.001213	0.001513	0.001678
0.0365	0.00334	0.00163	0.038094	0.001899	0.002504	0.001725	0.001571	0.001221	0.001525	0.001689
0.037	0.003366	0.001642	0.038333	0.001909	0.002519	0.001733	0.001579	0.00123	0.001536	0.001699
0.0375	0.003393	0.001654	0.038565	0.001918	0.002533	0.001742	0.001587	0.001238	0.001548	0.00171
0.038	0.003419	0.001666	0.038791	0.001928	0.002547	0.00175	0.001594	0.001247	0.001559	0.00172
0.0385	0.003445	0.001677	0.039011	0.001936	0.002561	0.001757	0.001602	0.001255	0.00157	0.00173
0.039	0.003471	0.001689	0.039225	0.001945	0.002573	0.001765	0.001609	0.001263	0.001581	0.00174
0.0395	0.003497	0.001701	0.039433	0.001954	0.002585	0.001772	0.001617	0.001271	0.001592	0.00175
0.04	0.003522	0.001713	0.039634	0.001962	0.002597	0.001779	0.001624	0.001279	0.001602	0.001759
0.0405	0.003548	0.001725	0.039829	0.001969	0.002608	0.001786	0.001631	0.001287	0.001612	0.001768
0.041	0.003573	0.001737	0.040018	0.001977	0.002618	0.001792	0.001638	0.001294	0.001622	0.001777
0.0415	0.003598	0.001749	0.040201	0.001984	0.002627	0.001798	0.001644	0.001302	0.001632	0.001786
0.042	0.003623	0.001761	0.040378	0.001992	0.002636	0.001804	0.001651	0.00131	0.001641	0.001794
0.0425	0.003648	0.001773	0.040548	0.001998	0.002645	0.001809	0.001657	0.001317	0.00165	0.001802
0.043	0.003672	0.001785	0.040713	0.002005	0.002653	0.001814	0.001664	0.001324	0.001659	0.00181
0.0435	0.003696	0.001797	0.040872	0.002011	0.00266	0.001819	0.00167	0.001332	0.001668	0.001818
0.044	0.003721	0.00181	0.041025	0.002017	0.002666	0.001823	0.001676	0.001339	0.001677	0.001826
0.0445	0.003744	0.001822	0.041173	0.002023	0.002672	0.001828	0.001681	0.001346	0.001685	0.001833
0.045	0.003768	0.001835	0.041314	0.002029	0.002678	0.001831	0.001687	0.001353	0.001693	0.001841
0.0455	0.003792	0.001847	0.04145	0.002034	0.002682	0.001835	0.001693	0.00136	0.001701	0.001848
0.046	0.003815	0.00186	0.04158	0.002039	0.002686	0.001838	0.001698	0.001367	0.001709	0.001854
0.0465	0.003838	0.001873	0.041705	0.002044	0.00269	0.001841	0.001703	0.001373	0.001716	0.001861
0.047	0.003861	0.001887	0.041824	0.002048	0.002693	0.001844	0.001709	0.00138	0.001723	0.001867
0.0475	0.003884	0.0019	0.041938	0.002053	0.002695	0.001847	0.001714	0.001386	0.001731	0.001874
0.048	0.003907	0.001913	0.042046	0.002057	0.002697	0.001849	0.001718	0.001393	0.001737	0.00188
0.0485	0.003929	0.001927	0.042149	0.002061	0.002699	0.001851	0.001723	0.001399	0.001744	0.001885
0.049	0.003951	0.001941	0.042247	0.002064	0.002699	0.001852	0.001728	0.001405	0.00175	0.001891
0.0495	0.003974	0.001955	0.04234	0.002068	0.002699	0.001854	0.001732	0.001411	0.001756	0.001896
0.05	0.003995	0.001969	0.042427	0.002071	0.002699	0.001855	0.001736	0.001417	0.001762	0.001902
0.0505	0.004017	0.001984	0.04251	0.002074	0.002698	0.001855	0.001741	0.001423	0.001768	0.001907
0.051	0.004039	0.001999	0.042588	0.002076	0.002696	0.001856	0.001745	0.001429	0.001774	0.001912
0.0515	0.00406	0.002014	0.04266	0.002079	0.002694	0.001856	0.001749	0.001435	0.001779	0.001916
0.052	0.004081	0.002029	0.042728	0.002081	0.002692	0.001856	0.001752	0.001441	0.001784	0.001921
0.0525	0.004102	0.002044	0.042792	0.002083	0.002689	0.001856	0.001756	0.001446	0.001789	0.001925
0.053	0.004123	0.00206	0.04285	0.002084	0.002685	0.001855	0.001759	0.001452	0.001794	0.001929
0.0535	0.004143	0.002076	0.042905	0.002086	0.002681	0.001854	0.001763	0.001457	0.001798	0.001933
0.054	0.004164	0.002093	0.042954	0.002087	0.002676	0.001853	0.001766	0.001463	0.001803	0.001937
0.0545	0.004184	0.002109	0.043	0.002088	0.002671	0.001852	0.001769	0.001468	0.001807	0.001941
0.055	0.004204	0.002126	0.043041	0.002089	0.002665	0.00185	0.001772	0.001473	0.00181	0.001944
0.0555	0.004224	0.002143	0.043078	0.002089	0.002659	0.001848	0.001775	0.001478	0.001814	0.001947
0.056	0.004243	0.002161	0.043111	0.00209	0.002653	0.001846	0.001777	0.001483	0.001818	0.001951
0.0565	0.004263	0.002178	0.043139	0.00209	0.002646	0.001844	0.00178	0.001488	0.001821	0.001954
0.057	0.004282	0.002196	0.043164	0.00209	0.002638	0.001841	0.001782	0.001493	0.001824	0.001956
0.0575	0.004301	0.002215	0.043185	0.002089	0.00263	0.001838	0.001785	0.001498	0.001827	0.001959
0.058	0.00432	0.002234	0.043203	0.002089	0.002622	0.001835	0.001787	0.001502	0.00183	0.001962
0.0585	0.004339	0.002253	0.043217	0.002088	0.002613	0.001832	0.001789	0.001507	0.001832	0.001964
0.059	0.004357	0.002272	0.043227	0.002087	0.002603	0.001828	0.001791	0.001512	0.001835	0.001966
0.0595	0.004375	0.002292	0.043233	0.002086	0.002594	0.001824	0.001792	0.001516	0.001837	0.001968
0.06	0.004394	0.002312	0.043237	0.002085	0.002583	0.00182	0.001794	0.00152	0.001839	0.00197
0.0605	0.004411	0.002333	0.043237	0.002083	0.002573	0.001816	0.001796	0.001525	0.001841	0.001972
0.061	0.004429	0.002354	0.043234	0.002082	0.002562	0.001811	0.001797	0.001529	0.001842	0.001974
0.0615	0.004447	0.002375	0.043228	0.00208	0.002551	0.001807	0.001798	0.001533	0.001844	0.001975
0.062	0.004464	0.002396	0.043218	0.002078	0.002539	0.001802	0.001799	0.001537	0.001845	0.001977
0.0625	0.004482	0.002418	0.043206	0.002076	0.002527	0.001797	0.0018	0.001541	0.001846	0.001978
0.063	0.004499	0.002441	0.043191	0.002073	0.002515	0.001791	0.001801	0.001545	0.001847	0.001979
0.0635	0.004515	0.002464	0.043174	0.002071	0.002502	0.001786	0.001802	0.001549	0.001848	0.00198
0.064	0.004532	0.002487	0.043154	0.002068	0.002489	0.00178	0.001803	0.001553	0.001849	0.001981
0.0645	0.004549	0.002511	0.043131	0.002065	0.002476	0.001775	0.001803	0.001556	0.001849	0.001982
0.065	0.004565	0.002535	0.043106	0.002062	0.002462	0.001769	0.001804	0.00156	0.00185	0.001983
0.0655	0.004581	0.002559	0.043078	0.002059	0.002448	0.001762	0.001804	0.001564	0.00185	0.001983
0.066	0.004597	0.002584	0.043049	0.002055	0.002434	0.001756	0.001804	0.001567	0.00185	0.001984
0.0665	0.004613	0.002609	0.043017	0.002052	0.002419	0.00175	0.001804	0.001571	0.00185	0.001984
0.067	0.004629	0.002635	0.042983	0.002048	0.002405	0.001743	0.001804	0.001574	0.00185	0.001984
0.0675	0.004644	0.002661	0.042947	0.002044	0.00239	0.001736	0.001804	0.001577	0.001849	0.001984
0.068	0.004659	0.002687	0.042909	0.00204	0.002375	0.001729	0.001804	0.001581	0.001849	0.001984
0.0685	0.004674	0.002714	0.04287	0.002036	0.002359	0.001722	0.001803	0.001584	0.001848	0.001984
0.069	0.004689	0.002742	0.042829	0.002032	0.002344	0.001715	0.001803	0.001587	0.001847	0.001984
0.0695	0.004704	0.00277	0.042786	0.002028	0.002328	0.001708	0.001802	0.00159	0.001846	0.001984
0.07	0.004719	0.002798	0.042741	0.002023	0.002312	0.0017	0.001801	0.001593	0.001845	0.001984
0.0705	0.004733	0.002827	0.042696	0.002019	0.002296	0.001692	0.0018	0.001596	0.001844	0.001983
0.071	0.004747	0.002856	0.042648	0.002014	0.002279	0.001685	0.001799	0.001599	0.001843	0.001983
0.0715	0.004761	0.002885	0.0426	0.002009	0.002263	0.001677	0.001798	0.001602	0.001841	0.001982
0.072	0.004775	0.002915	0.04255	0.002005	0.002246	0.001669	0.001797	0.001605	0.00184	0.001981
0.0725	0.004789	0.002946	0.0425	0.002	0.002229	0.001661	0.001796	0.001608	0.001838	0.001981
0.073	0.004803	0.002977	0.042448	0.001994	0.002213	0.001653	0.001795	0.00161	0.001836	0.00198
0.0735	0.004816	0.003008	0.042395	0.001989	0.002196	0.001645	0.001793	0.001613	0.001834	0.001979
0.074	0.004829	0.00304	0.042342	0.001984	0.002179	0.001636	0.001791	0.001616	0.001832	0.001978
0.0745	0.004842	0.003072	0.042288	0.001979	0.002162	0.001628	0.00179	0.001618	0.00183	0.001977
0.075	0.004855	0.003104	0.042233	0.001973	0.002145	0.00162	0.001788	0.001621	0.001828	0.001976
0.0755	0.004868	0.003138	0.042177	0.001968	0.002127	0.001611	0.001786	0.001623	0.001826	0.001975
0.076	0.004881	0.003171	0.042121	0.001962	0.00211	0.001603	0.001784	0.001625	0.001823	0.001974
0.0765	0.004893	0.003205	0.042065	0.001957	0.002093	0.001594	0.001782	0.001628	0.001821	0.001972
0.077	0.004905	0.003239	0.042008	0.001951	0.002076	0.001586	0.00178	0.00163	0.001818	0.001971
0.0775	0.004917	0.003274	0.04195	0.001945	0.002059	0.001577	0.001777	0.001632	0.001815	0.00197
0.078	0.004929	0.003309	0.041893	0.001939	0.002042	0.001568	0.001775	0.001634	0.001812	0.001968
0.0785	0.004941	0.003345	0.041835	0.001934	0.002025	0.00156	0.001772	0.001637	0.001809	0.001967
0.079	0.004953	0.003381	0.041777	0.001928	0.002008	0.001551	0.00177	0.001639	0.001806	0.001965
0.0795	0.004964	0.003417	0.041719	0.001922	0.001991	0.001542	0.001767	0.001641	0.001803	0.001964
0.08	0.004975	0.003454	0.041661	0.001916	0.001974	0.001533	0.001764	0.001643	0.0018	0.001962
0.0805	0.004987	0.003491	0.041603	0.00191	0.001957	0.001525	0.001761	0.001645	0.001797	0.00196
0.081	0.004997	0.003528	0.041546	0.001904	0.00194	0.001516	0.001758	0.001647	0.001794	0.001959
0.0815	0.005008	0.003566	0.041488	0.001898	0.001924	0.001507	0.001755	0.001649	0.00179	0.001957
0.082	0.005019	0.003605	0.041431	0.001892	0.001907	0.001498	0.001752	0.001651	0.001787	0.001955
0.0825	0.005029	0.003643	0.041374	0.001886	0.001891	0.00149	0.001749	0.001652	0.001783	0.001953
0.083	0.00504	0.003682	0.041317	0.00188	0.001875	0.001481	0.001746	0.001654	0.00178	0.001951
0.0835	0.00505	0.003722	0.041261	0.001874	0.001859	0.001472	0.001742	0.001656	0.001776	0.001949
0.084	0.00506	0.003762	0.041205	0.001868	0.001844	0.001464	0.001739	0.001658	0.001773	0.001948
0.0845	0.00507	0.003802	0.04115	0.001862	0.001828	0.001455	0.001735	0.001659	0.001769	0.001946
0.085	0.00508	0.003842	0.041095	0.001856	0.001813	0.001447	0.001731	0.001661	0.001765	0.001944
0.0855	0.005089	0.003883	0.041041	0.00185	0.001798	0.001438	0.001727	0.001663	0.001761	0.001942
0.086	0.005098	0.003924	0.040987	0.001844	0.001783	0.00143	0.001724	0.001664	0.001757	0.00194
0.0865	0.005108	0.003965	0.040935	0.001839	0.001769	0.001422	0.00172	0.001666	0.001753	0.001938
0.087	0.005117	0.004007	0.040882	0.001833	0.001755	0.001414	0.001716	0.001667	0.001749	0.001936
0.0875	0.005126	0.004049	0.040831	0.001827	0.001741	0.001406	0.001711	0.001669	0.001745	0.001933
0.088	0.005135	0.004091	0.040781	0.001821	0.001727	0.001397	0.001707	0.00167	0.001741	0.001931
0.0885	0.005143	0.004134	0.040731	0.001816	0.001714	0.00139	0.001703	0.001671	0.001737	0.001929
0.089	0.005152	0.004177	0.040682	0.00181	0.001701	0.001382	0.001699	0.001673	0.001733	0.001927
0.0895	0.00516	0.00422	0.040634	0.001805	0.001689	0.001374	0.001694	0.001674	0.001729	0.001925
0.09	0.005168	0.004263	0.040587	0.001799	0.001676	0.001366	0.00169	0.001675	0.001725	0.001923
0.0905	0.005176	0.004307	0.040541	0.001794	0.001665	0.001359	0.001685	0.001677	0.001721	0.001921
0.091	0.005184	0.004351	0.040496	0.001788	0.001653	0.001351	0.00168	0.001678	0.001717	0.001918
0.0915	0.005192	0.004395	0.040452	0.001783	0.001642	0.001344	0.001675	0.001679	0.001712	0.001916
0.092	0.005199	0.004439	0.04041	0.001778	0.001632	0.001337	0.001671	0.00168	0.001708	0.001914
0.0925	0.005207	0.004483	0.040368	0.001773	0.001622	0.00133	0.001666	0.001682	0.001704	0.001912
0.093	0.005214	0.004528	0.040327	0.001768	0.001612	0.001323	0.001661	0.001683	0.0017	0.00191
0.0935	0.005221	0.004573	0.040287	0.001764	0.001603	0.001317	0.001656	0.001684	0.001695	0.001907
0.094	0.005228	0.004618	0.040249	0.001759	0.001594	0.00131	0.00165	0.001685	0.001691	0.001905
0.0945	0.005235	0.004663	0.040212	0.001754	0.001586	0.001304	0.001645	0.001686	0.001687	0.001903
0.095	0.005241	0.004708	0.040175	0.00175	0.001578	0.001297	0.00164	0.001687	0.001682	0.001901
0.0955	0.005248	0.004753	0.04014	0.001746	0.001571	0.001291	0.001635	0.001688	0.001678	0.001898
0.096	0.005254	0.004799	0.040107	0.001742	0.001564	0.001286	0.001629	0.001689	0.001674	0.001896
0.0965	0.00526	0.004844	0.040074	0.001738	0.001558	0.00128	0.001624	0.00169	0.00167	0.001894
0.097	0.005267	0.00489	0.040043	0.001734	0.001553	0.001274	0.001618	0.001691	0.001665	0.001892
0.0975	0.005272	0.004935	0.040013	0.00173	0.001548	0.001269	0.001613	0.001692	0.001661	0.001889
0.098	0.005278	0.004981	0.039984	0.001727	0.001543	0.001264	0.001607	0.001693	0.001657	0.001887
0.0985	0.005284	0.005027	0.039956	0.001723	0.001539	0.001259	0.001601	0.001694	0.001653	0.001885
0.099	0.005289	0.005073	0.03993	0.00172	0.001536	0.001254	0.001596	0.001695	0.001648	0.001883
0.0995	0.005295	0.005118	0.039905	0.001717	0.001533	0.00125	0.00159	0.001696	0.001644	0.00188
0.1	0.0053	0.005164	0.039881	0.001714	0.001531	0.001246	0.001584	0.001696	0.00164	0.001878
0.1005	0.005305	0.00521	0.039858	0.001712	0.00153	0.001242	0.001578	0.001697	0.001636	0.001876
0.101	0.00531	0.005256	0.039837	0.001709	0.001529	0.001238	0.001572	0.001698	0.001632	0.001874
0.1015	0.005314	0.005301	0.039817	0.001707	0.001529	0.001234	0.001566	0.001699	0.001628	0.001871
0.102	0.005319	0.005347	0.039798	0.001705	0.00153	0.001231	0.00156	0.0017	0.001623	0.001869
0.1025	0.005323	0.005393	0.03978	0.001703	0.001531	0.001228	0.001554	0.0017	0.001619	0.001867
0.103	0.005327	0.005438	0.039764	0.001701	0.001533	0.001225	0.001547	0.001701	0.001615	0.001865
0.1035	0.005332	0.005483	0.039749	0.0017	0.001536	0.001222	0.001541	0.001702	0.001611	0.001862
0.104	0.005335	0.005529	0.039735	0.001699	0.001539	0.00122	0.001535	0.001702	0.001607	0.00186
0.1045	0.005339	0.005574	0.039723	0.001698	0.001544	0.001217	0.001529	0.001703	0.001604	0.001858
0.105	0.005343	0.005619	0.039711	0.001697	0.001548	0.001216	0.001522	0.001704	0.0016	0.001856
0.1055	0.005346	0.005663	0.039701	0.001696	0.001554	0.001214	0.001516	0.001704	0.001596	0.001854
0.106	0.00535	0.005708	0.039692	0.001696	0.001561	0.001212	0.00151	0.001705	0.001592	0.001851
0.1065	0.005353	0.005752	0.039685	0.001696	0.001568	0.001211	0.001503	0.001706	0.001588	0.001849
0.107	0.005356	0.005797	0.039678	0.001696	0.001576	0.00121	0.001497	0.001706	0.001585	0.001847
0.1075	0.005359	0.005841	0.039673	0.001697	0.001585	0.00121	0.00149	0.001707	0.001581	0.001845
0.108	0.005362	0.005884	0.039669	0.001697	0.001594	0.00121	0.001484	0.001708	0.001577	0.001843
0.1085	0.005364	0.005928	0.039666	0.001698	0.001604	0.001209	0.001477	0.001708	0.001574	0.001841
0.109	0.005367	0.005971	0.039664	0.0017	0.001616	0.00121	0.001471	0.001709	0.00157	0.001839
0.1095	0.005369	0.006014	0.039663	0.001701	0.001628	0.00121	0.001464	0.001709	0.001567	0.001836
0.11	0.005371	0.006056	0.039664	0.001703	0.00164	0.001211	0.001457	0.00171	0.001563	0.001834
0.1105	0.005373	0.006099	0.039665	0.001705	0.001654	0.001212	0.001451	0.00171	0.00156	0.001832
0.111	0.005375	0.006141	0.039668	0.001707	0.001669	0.001213	0.001444	0.001711	0.001557	0.00183
0.1115	0.005377	0.006182	0.039672	0.00171	0.001684	0.001215	0.001438	0.001711	0.001553	0.001828
0.112	0.005378	0.006223	0.039677	0.001713	0.0017	0.001217	0.001431	0.001712	0.00155	0.001826
0.1125	0.00538	0.006264	0.039683	0.001716	0.001717	0.001219	0.001424	0.001712	0.001547	0.001824
0.113	0.005381	0.006304	0.03969	0.00172	0.001735	0.001222	0.001418	0.001713	0.001544	0.001822
0.1135	0.005382	0.006344	0.039698	0.001724	0.001754	0.001225	0.001411	0.001713	0.001541	0.00182
0.114	0.005383	0.006384	0.039707	0.001728	0.001774	0.001228	0.001404	0.001714	0.001538	0.001818
0.1145	0.005384	0.006423	0.039717	0.001732	0.001795	0.001231	0.001398	0.001714	0.001535	0.001816
0.115	0.005384	0.006462	0.039728	0.001737	0.001816	0.001235	0.001391	0.001715	0.001533	0.001814
0.1155	0.005385	0.0065	0.03974	0.001742	0.001839	0.001239	0.001384	0.001715	0.00153	0.001812
0.116	0.005385	0.006538	0.039753	0.001748	0.001862	0.001243	0.001378	0.001715	0.001527	0.00181
0.1165	0.005385	0.006575	0.039766	0.001754	0.001886	0.001248	0.001371	0.001716	0.001525	0.001808
0.117	0.005385	0.006612	0.039781	0.00176	0.001912	0.001253	0.001365	0.001716	0.001522	0.001806
0.1175	0.005385	0.006648	0.039797	0.001766	0.001938	0.001258	0.001358	0.001717	0.00152	0.001804
0.118	0.005385	0.006683	0.039813	0.001773	0.001965	0.001264	0.001352	0.001717	0.001517	0.001802
0.1185	0.005384	0.006719	0.039831	0.00178	0.001993	0.00127	0.001345	0.001718	0.001515	0.0018
0.119	0.005384	0.006753	0.039849	0.001788	0.002022	0.001276	0.001339	0.001718	0.001513	0.001798
0.1195	0.005383	0.006787	0.039868	0.001796	0.002052	0.001282	0.001332	0.001718	0.001511	0.001796
0.12	0.005382	0.00682	0.039888	0.001804	0.002083	0.001289	0.001326	0.001719	0.001508	0.001794
0.1205	0.005381	0.006853	0.039909	0.001813	0.002115	0.001296	0.00132	0.001719	0.001506	0.001792
0.121	0.00538	0.006885	0.03993	0.001822	0.002147	0.001303	0.001314	0.00172	0.001505	0.00179
0.1215	0.005379	0.006917	0.039952	0.001831	0.002181	0.001311	0.001307	0.00172	0.001503	0.001788
0.122	0.005377	0.006947	0.039975	0.001841	0.002216	0.001319	0.001301	0.00172	0.001501	0.001786
0.1225	0.005376	0.006978	0.039999	0.001851	0.002251	0.001328	0.001295	0.001721	0.001499	0.001784
0.123	0.005374	0.007007	0.040024	0.001862	0.002288	0.001336	0.001289	0.001721	0.001498	0.001783
0.1235	0.005372	0.007036	0.040049	0.001872	0.002326	0.001345	0.001283	0.001722	0.001496	0.001781
0.124	0.00537	0.007064	0.040075	0.001884	0.002364	0.001354	0.001277	0.001722	0.001495	0.001779
0.1245	0.005367	0.007091	0.040101	0.001895	0.002404	0.001364	0.001272	0.001722	0.001493	0.001777
0.125	0.005365	0.007118	0.040128	0.001907	0.002444	0.001374	0.001266	0.001723	0.001492	0.001775
0.1255	0.005362	0.007144	0.040156	0.00192	0.002486	0.001384	0.00126	0.001723	0.001491	0.001773
0.126	0.00536	0.007169	0.040185	0.001933	0.002528	0.001394	0.001255	0.001724	0.00149	0.001772
0.1265	0.005357	0.007194	0.040214	0.001946	0.002571	0.001405	0.001249	0.001724	0.001489	0.00177
0.127	0.005354	0.007218	0.040244	0.00196	0.002616	0.001416	0.001244	0.001724	0.001488	0.001768
0.1275	0.005351	0.007241	0.040274	0.001974	0.002661	0.001427	0.001239	0.001725	0.001487	0.001766
