time	SOL	GAS	TA	MH	BF	VL	VM	RF	GMAX	GMED
1.031	0.002549	0.001977	0.027774	0.001877	0.001639	0.001064	0.001795	0.008368	0.001692	0.002137
1.0315	0.002554	0.001994	0.027855	0.001877	0.001638	0.001065	0.00179	0.008367	0.001694	0.002135
1.032	0.00256	0.00201	0.027934	0.001876	0.001636	0.001065	0.001785	0.008365	0.001696	0.002133
1.0325	0.002566	0.002027	0.028011	0.001875	0.001635	0.001067	0.001781	0.008362	0.001698	0.002131
1.033	0.002572	0.002043	0.028085	0.001874	0.001634	0.001068	0.001776	0.008359	0.0017	0.002129
1.0335	0.002579	0.002059	0.028157	0.001874	0.001632	0.00107	0.001771	0.008355	0.001702	0.002127
1.034	0.002586	0.002075	0.028227	0.001873	0.00163	0.001073	0.001767	0.008351	0.001704	0.002125
1.0345	0.002594	0.002092	0.028295	0.001872	0.001628	0.001076	0.001763	0.008346	0.001706	0.002123
1.035	0.002602	0.002108	0.02836	0.001871	0.001626	0.001079	0.001758	0.00834	0.001708	0.002121
1.0355	0.002611	0.002124	0.028423	0.00187	0.001623	0.001082	0.001754	0.008333	0.00171	0.00212
1.036	0.00262	0.00214	0.028483	0.001869	0.00162	0.001086	0.00175	0.008326	0.001713	0.002118
1.0365	0.00263	0.002156	0.028542	0.001868	0.001618	0.001091	0.001746	0.008318	0.001715	0.002116
1.037	0.00264	0.002171	0.028598	0.001867	0.001615	0.001095	0.001742	0.00831	0.001717	0.002114
1.0375	0.00265	0.002187	0.028652	0.001866	0.001611	0.0011	0.001739	0.008301	0.001719	0.002112
1.038	0.00266	0.002202	0.028704	0.001865	0.001608	0.001105	0.001735	0.008291	0.001722	0.00211
1.0385	0.002671	0.002218	0.028754	0.001864	0.001605	0.001111	0.001731	0.008281	0.001724	0.002109
1.039	0.002683	0.002233	0.028802	0.001863	0.001601	0.001117	0.001728	0.00827	0.001727	0.002107
1.0395	0.002694	0.002248	0.028848	0.001861	0.001597	0.001123	0.001725	0.008258	0.001729	0.002105
1.04	0.002706	0.002263	0.028892	0.00186	0.001593	0.001129	0.001721	0.008246	0.001732	0.002103
1.0405	0.002718	0.002278	0.028933	0.001859	0.001589	0.001136	0.001718	0.008234	0.001735	0.002102
1.041	0.002731	0.002293	0.028973	0.001858	0.001585	0.001143	0.001715	0.00822	0.001737	0.0021
1.0415	0.002744	0.002308	0.029011	0.001856	0.00158	0.00115	0.001712	0.008207	0.00174	0.002098
1.042	0.002757	0.002322	0.029047	0.001855	0.001576	0.001158	0.001709	0.008192	0.001743	0.002097
1.0425	0.00277	0.002336	0.029081	0.001854	0.001571	0.001165	0.001706	0.008177	0.001746	0.002095
1.043	0.002783	0.00235	0.029113	0.001852	0.001566	0.001173	0.001703	0.008162	0.001749	0.002093
1.0435	0.002797	0.002364	0.029144	0.001851	0.001561	0.001181	0.0017	0.008146	0.001752	0.002091
1.044	0.002811	0.002378	0.029173	0.00185	0.001556	0.00119	0.001697	0.008129	0.001755	0.00209
1.0445	0.002825	0.002392	0.0292	0.001848	0.001551	0.001198	0.001695	0.008112	0.001758	0.002088
1.045	0.002839	0.002405	0.029225	0.001847	0.001545	0.001207	0.001692	0.008094	0.001761	0.002086
1.0455	0.002853	0.002418	0.029249	0.001845	0.00154	0.001216	0.00169	0.008076	0.001764	0.002085
1.046	0.002868	0.002431	0.029271	0.001844	0.001534	0.001225	0.001687	0.008057	0.001767	0.002083
1.0465	0.002882	0.002444	0.029292	0.001842	0.001528	0.001234	0.001685	0.008038	0.001771	0.002082
1.047	0.002897	0.002457	0.029311	0.001841	0.001523	0.001243	0.001682	0.008019	0.001774	0.00208
1.0475	0.002912	0.002469	0.029329	0.001839	0.001517	0.001253	0.00168	0.007998	0.001778	0.002078
1.048	0.002927	0.002481	0.029345	0.001838	0.001511	0.001262	0.001678	0.007978	0.001781	0.002077
1.0485	0.002942	0.002493	0.02936	0.001836	0.001504	0.001272	0.001675	0.007957	0.001784	0.002075
1.049	0.002957	0.002505	0.029373	0.001835	0.001498	0.001282	0.001673	0.007935	0.001788	0.002074
1.0495	0.002973	0.002517	0.029386	0.001833	0.001492	0.001292	0.001671	0.007913	0.001792	0.002072
1.05	0.002988	0.002528	0.029397	0.001832	0.001486	0.001302	0.001669	0.007891	0.001795	0.002071
1.0505	0.003003	0.002539	0.029407	0.00183	0.001479	0.001312	0.001667	0.007868	0.001799	0.002069
1.051	0.003019	0.00255	0.029416	0.001828	0.001473	0.001322	0.001665	0.007845	0.001803	0.002068
1.0515	0.003034	0.002561	0.029423	0.001827	0.001466	0.001332	0.001663	0.007821	0.001807	0.002066
1.052	0.00305	0.002571	0.02943	0.001825	0.00146	0.001342	0.001661	0.007797	0.001811	0.002065
1.0525	0.003065	0.002582	0.029436	0.001824	0.001453	0.001353	0.001659	0.007772	0.001815	0.002063
1.053	0.003081	0.002592	0.02944	0.001822	0.001446	0.001363	0.001657	0.007747	0.001819	0.002062
1.0535	0.003097	0.002601	0.029444	0.00182	0.001439	0.001374	0.001656	0.007722	0.001823	0.00206
1.054	0.003112	0.002611	0.029447	0.001819	0.001433	0.001384	0.001654	0.007696	0.001827	0.002059
1.0545	0.003128	0.00262	0.02945	0.001817	0.001426	0.001395	0.001652	0.00767	0.001831	0.002057
1.055	0.003143	0.002629	0.029451	0.001816	0.001419	0.001405	0.00165	0.007644	0.001835	0.002056
1.0555	0.003159	0.002638	0.029452	0.001814	0.001412	0.001416	0.001649	0.007617	0.001839	0.002055
1.056	0.003174	0.002647	0.029452	0.001812	0.001406	0.001426	0.001647	0.00759	0.001844	0.002053
1.0565	0.00319	0.002655	0.029452	0.001811	0.001399	0.001437	0.001645	0.007562	0.001848	0.002052
1.057	0.003205	0.002664	0.029451	0.001809	0.001392	0.001448	0.001644	0.007535	0.001852	0.00205
1.0575	0.003221	0.002672	0.02945	0.001808	0.001385	0.001458	0.001642	0.007507	0.001857	0.002049
1.058	0.003236	0.002679	0.029448	0.001806	0.001378	0.001469	0.001641	0.007478	0.001861	0.002048
1.0585	0.003251	0.002687	0.029446	0.001804	0.001372	0.001479	0.001639	0.007449	0.001866	0.002046
1.059	0.003266	0.002694	0.029443	0.001803	0.001365	0.001489	0.001638	0.00742	0.001871	0.002045
1.0595	0.003282	0.002701	0.029441	0.001801	0.001358	0.0015	0.001636	0.007391	0.001875	0.002043
1.06	0.003297	0.002708	0.029438	0.0018	0.001352	0.00151	0.001635	0.007361	0.00188	0.002042
1.0605	0.003312	0.002714	0.029435	0.001798	0.001345	0.001521	0.001633	0.007331	0.001885	0.002041
1.061	0.003327	0.00272	0.029432	0.001797	0.001339	0.001531	0.001632	0.007301	0.001889	0.002039
1.0615	0.003341	0.002727	0.029429	0.001795	0.001332	0.001541	0.00163	0.007271	0.001894	0.002038
1.062	0.003356	0.002732	0.029425	0.001794	0.001326	0.001551	0.001629	0.00724	0.001899	0.002037
1.0625	0.003371	0.002738	0.029422	0.001792	0.00132	0.001561	0.001627	0.007209	0.001904	0.002036
1.063	0.003385	0.002743	0.02942	0.001791	0.001313	0.001571	0.001626	0.007178	0.001909	0.002034
1.0635	0.0034	0.002748	0.029417	0.001789	0.001307	0.001581	0.001625	0.007146	0.001914	0.002033
1.064	0.003414	0.002753	0.029414	0.001788	0.001301	0.001591	0.001623	0.007114	0.001919	0.002032
1.0645	0.003428	0.002758	0.029412	0.001787	0.001295	0.0016	0.001622	0.007082	0.001924	0.00203
1.065	0.003442	0.002762	0.02941	0.001785	0.00129	0.00161	0.00162	0.00705	0.001929	0.002029
1.0655	0.003456	0.002766	0.029409	0.001784	0.001284	0.001619	0.001619	0.007018	0.001934	0.002028
1.066	0.00347	0.00277	0.029408	0.001783	0.001278	0.001629	0.001618	0.006985	0.001939	0.002027
1.0665	0.003483	0.002774	0.029407	0.001781	0.001273	0.001638	0.001616	0.006953	0.001944	0.002025
1.067	0.003497	0.002778	0.029407	0.00178	0.001268	0.001647	0.001615	0.006919	0.001949	0.002024
1.0675	0.00351	0.002781	0.029408	0.001779	0.001263	0.001656	0.001614	0.006886	0.001954	0.002023
1.068	0.003523	0.002784	0.029409	0.001778	0.001258	0.001665	0.001612	0.006853	0.001959	0.002022
1.0685	0.003536	0.002787	0.029411	0.001776	0.001253	0.001674	0.001611	0.006819	0.001964	0.00202
1.069	0.003549	0.002789	0.029414	0.001775	0.001248	0.001682	0.001609	0.006786	0.00197	0.002019
1.0695	0.003562	0.002792	0.029417	0.001774	0.001244	0.001691	0.001608	0.006752	0.001975	0.002018
1.07	0.003575	0.002794	0.029422	0.001773	0.00124	0.001699	0.001607	0.006718	0.00198	0.002017
1.0705	0.003587	0.002796	0.029427	0.001772	0.001236	0.001707	0.001605	0.006683	0.001985	0.002016
1.071	0.0036	0.002798	0.029433	0.001771	0.001232	0.001715	0.001604	0.006649	0.001991	0.002014
1.0715	0.003612	0.002799	0.02944	0.00177	0.001228	0.001723	0.001603	0.006614	0.001996	0.002013
1.072	0.003624	0.0028	0.029449	0.001769	0.001225	0.001731	0.001601	0.00658	0.002001	0.002012
1.0725	0.003636	0.002801	0.029458	0.001768	0.001221	0.001739	0.0016	0.006545	0.002007	0.002011
1.073	0.003648	0.002802	0.029468	0.001767	0.001218	0.001746	0.001599	0.00651	0.002012	0.00201
1.0735	0.003659	0.002803	0.02948	0.001766	0.001216	0.001754	0.001597	0.006475	0.002017	0.002008
1.074	0.00367	0.002803	0.029493	0.001766	0.001213	0.001761	0.001596	0.006439	0.002022	0.002007
1.0745	0.003682	0.002804	0.029507	0.001765	0.001211	0.001768	0.001595	0.006404	0.002028	0.002006
1.075	0.003693	0.002804	0.029523	0.001764	0.001209	0.001774	0.001593	0.006369	0.002033	0.002005
1.0755	0.003704	0.002804	0.02954	0.001764	0.001207	0.001781	0.001592	0.006333	0.002038	0.002004
1.076	0.003714	0.002803	0.029558	0.001763	0.001206	0.001788	0.001591	0.006297	0.002044	0.002003
1.0765	0.003725	0.002803	0.029578	0.001762	0.001204	0.001794	0.001589	0.006261	0.002049	0.002002
1.077	0.003736	0.002802	0.029599	0.001762	0.001203	0.0018	0.001588	0.006225	0.002054	0.002
1.0775	0.003746	0.002801	0.029622	0.001761	0.001203	0.001806	0.001586	0.006189	0.002059	0.001999
1.078	0.003756	0.0028	0.029646	0.001761	0.001202	0.001812	0.001585	0.006153	0.002065	0.001998
1.0785	0.003766	0.002799	0.029672	0.00176	0.001202	0.001818	0.001584	0.006117	0.00207	0.001997
1.079	0.003776	0.002797	0.0297	0.00176	0.001202	0.001823	0.001582	0.006081	0.002075	0.001996
1.0795	0.003785	0.002796	0.029729	0.00176	0.001203	0.001828	0.001581	0.006045	0.00208	0.001995
1.08	0.003795	0.002794	0.02976	0.001759	0.001204	0.001833	0.00158	0.006008	0.002086	0.001994
1.0805	0.003804	0.002792	0.029792	0.001759	0.001205	0.001838	0.001578	0.005972	0.002091	0.001993
1.081	0.003813	0.00279	0.029827	0.001759	0.001206	0.001843	0.001577	0.005935	0.002096	0.001992
1.0815	0.003822	0.002788	0.029863	0.001759	0.001208	0.001848	0.001576	0.005898	0.002101	0.00199
1.082	0.003831	0.002785	0.029901	0.001759	0.00121	0.001852	0.001574	0.005862	0.002106	0.001989
1.0825	0.00384	0.002782	0.029941	0.001759	0.001213	0.001856	0.001573	0.005825	0.002111	0.001988
1.083	0.003848	0.00278	0.029983	0.001759	0.001216	0.001861	0.001571	0.005788	0.002116	0.001987
1.0835	0.003857	0.002777	0.030027	0.001759	0.001219	0.001864	0.00157	0.005751	0.002121	0.001986
1.084	0.003865	0.002773	0.030073	0.001759	0.001222	0.001868	0.001569	0.005714	0.002126	0.001985
1.0845	0.003873	0.00277	0.030121	0.001759	0.001226	0.001872	0.001567	0.005677	0.002131	0.001984
1.085	0.003881	0.002767	0.03017	0.001759	0.001231	0.001875	0.001566	0.00564	0.002136	0.001983
1.0855	0.003889	0.002763	0.030222	0.00176	0.001235	0.001878	0.001565	0.005603	0.002141	0.001982
1.086	0.003897	0.002759	0.030276	0.00176	0.00124	0.001881	0.001563	0.005566	0.002146	0.001981
1.0865	0.003904	0.002756	0.030332	0.00176	0.001246	0.001884	0.001562	0.005529	0.00215	0.00198
1.087	0.003912	0.002752	0.03039	0.001761	0.001251	0.001887	0.001561	0.005492	0.002155	0.001979
1.0875	0.003919	0.002747	0.03045	0.001761	0.001258	0.001889	0.001559	0.005455	0.00216	0.001978
1.088	0.003926	0.002743	0.030512	0.001762	0.001264	0.001892	0.001558	0.005418	0.002164	0.001977
1.0885	0.003934	0.002739	0.030577	0.001762	0.001271	0.001894	0.001557	0.005381	0.002169	0.001976
1.089	0.00394	0.002734	0.030643	0.001763	0.001278	0.001896	0.001555	0.005344	0.002173	0.001975
1.0895	0.003947	0.00273	0.030712	0.001764	0.001286	0.001898	0.001554	0.005307	0.002178	0.001974
1.09	0.003954	0.002725	0.030783	0.001764	0.001294	0.0019	0.001553	0.005269	0.002182	0.001973
1.0905	0.003961	0.00272	0.030856	0.001765	0.001303	0.001901	0.001551	0.005232	0.002187	0.001972
1.091	0.003967	0.002715	0.030931	0.001766	0.001312	0.001902	0.00155	0.005195	0.002191	0.001971
1.0915	0.003974	0.00271	0.031009	0.001767	0.001321	0.001904	0.001549	0.005158	0.002195	0.00197
1.092	0.00398	0.002704	0.031088	0.001768	0.001331	0.001905	0.001547	0.005121	0.002199	0.001969
1.0925	0.003986	0.002699	0.03117	0.001769	0.001341	0.001906	0.001546	0.005084	0.002203	0.001968
1.093	0.003992	0.002694	0.031254	0.00177	0.001352	0.001906	0.001545	0.005046	0.002208	0.001967
1.0935	0.003998	0.002688	0.031341	0.001771	0.001363	0.001907	0.001544	0.005009	0.002212	0.001966
1.094	0.004004	0.002682	0.031429	0.001772	0.001375	0.001907	0.001542	0.004972	0.002215	0.001965
1.0945	0.00401	0.002677	0.03152	0.001773	0.001387	0.001908	0.001541	0.004935	0.002219	0.001964
1.095	0.004016	0.002671	0.031613	0.001775	0.001399	0.001908	0.00154	0.004898	0.002223	0.001963
1.0955	0.004021	0.002665	0.031708	0.001776	0.001412	0.001908	0.001539	0.004861	0.002227	0.001962
1.096	0.004027	0.002659	0.031806	0.001777	0.001425	0.001908	0.001538	0.004824	0.00223	0.001961
1.0965	0.004032	0.002653	0.031906	0.001779	0.001439	0.001907	0.001536	0.004787	0.002234	0.00196
1.097	0.004038	0.002646	0.032008	0.00178	0.001453	0.001907	0.001535	0.004751	0.002237	0.001959
1.0975	0.004043	0.00264	0.032112	0.001782	0.001468	0.001906	0.001534	0.004714	0.002241	0.001958
1.098	0.004049	0.002634	0.032218	0.001783	0.001483	0.001905	0.001533	0.004677	0.002244	0.001957
1.0985	0.004054	0.002627	0.032326	0.001785	0.001498	0.001905	0.001532	0.00464	0.002247	0.001956
1.099	0.004059	0.002621	0.032437	0.001787	0.001514	0.001904	0.001531	0.004604	0.002251	0.001955
1.0995	0.004064	0.002614	0.03255	0.001788	0.001531	0.001903	0.00153	0.004567	0.002254	0.001955
1.1	0.00407	0.002607	0.032665	0.00179	0.001548	0.001901	0.001529	0.004531	0.002257	0.001954
1.1005	0.004075	0.002601	0.032782	0.001792	0.001565	0.0019	0.001528	0.004494	0.00226	0.001953
1.101	0.00408	0.002594	0.032901	0.001794	0.001583	0.001899	0.001527	0.004458	0.002263	0.001952
1.1015	0.004085	0.002587	0.033022	0.001796	0.001601	0.001897	0.001526	0.004422	0.002265	0.001951
1.102	0.00409	0.00258	0.033145	0.001798	0.001619	0.001895	0.001525	0.004385	0.002268	0.00195
1.1025	0.004095	0.002573	0.033271	0.0018	0.001639	0.001893	0.001524	0.004349	0.002271	0.001949
1.103	0.0041	0.002566	0.033398	0.001802	0.001658	0.001891	0.001523	0.004313	0.002273	0.001948
1.1035	0.004105	0.002559	0.033527	0.001804	0.001678	0.001889	0.001522	0.004277	0.002276	0.001948
1.104	0.00411	0.002552	0.033659	0.001806	0.001698	0.001887	0.001521	0.004241	0.002278	0.001947
1.1045	0.004115	0.002545	0.033792	0.001809	0.001719	0.001885	0.001521	0.004206	0.00228	0.001946
1.105	0.00412	0.002537	0.033927	0.001811	0.00174	0.001883	0.00152	0.00417	0.002282	0.001945
1.1055	0.004124	0.00253	0.034064	0.001813	0.001762	0.00188	0.001519	0.004135	0.002284	0.001944
1.106	0.004129	0.002523	0.034203	0.001816	0.001784	0.001878	0.001518	0.004099	0.002286	0.001943
1.1065	0.004134	0.002515	0.034344	0.001818	0.001807	0.001875	0.001518	0.004064	0.002288	0.001943
1.107	0.004139	0.002508	0.034486	0.001821	0.00183	0.001872	0.001517	0.004029	0.00229	0.001942
1.1075	0.004144	0.0025	0.03463	0.001823	0.001853	0.00187	0.001516	0.003994	0.002292	0.001941
1.108	0.004149	0.002493	0.034776	0.001826	0.001877	0.001867	0.001516	0.003959	0.002293	0.00194
1.1085	0.004154	0.002485	0.034924	0.001828	0.001901	0.001864	0.001515	0.003924	0.002295	0.001939
1.109	0.004159	0.002478	0.035073	0.001831	0.001926	0.001861	0.001514	0.003889	0.002296	0.001938
1.1095	0.004164	0.00247	0.035224	0.001834	0.001951	0.001857	0.001514	0.003855	0.002298	0.001938
1.11	0.00417	0.002463	0.035377	0.001837	0.001976	0.001854	0.001513	0.00382	0.002299	0.001937
1.1105	0.004175	0.002455	0.035531	0.001839	0.002002	0.001851	0.001513	0.003786	0.0023	0.001936
1.111	0.00418	0.002447	0.035686	0.001842	0.002029	0.001848	0.001512	0.003752	0.002301	0.001935
1.1115	0.004185	0.00244	0.035843	0.001845	0.002055	0.001844	0.001512	0.003718	0.002302	0.001935
1.112	0.00419	0.002432	0.036001	0.001848	0.002082	0.001841	0.001512	0.003684	0.002303	0.001934
1.1125	0.004196	0.002424	0.036161	0.001851	0.00211	0.001837	0.001511	0.003651	0.002304	0.001933
1.113	0.004201	0.002417	0.036322	0.001854	0.002138	0.001834	0.001511	0.003617	0.002304	0.001932
1.1135	0.004207	0.002409	0.036484	0.001857	0.002166	0.00183	0.001511	0.003584	0.002305	0.001932
1.114	0.004212	0.002401	0.036647	0.00186	0.002194	0.001826	0.00151	0.003551	0.002305	0.001931
1.1145	0.004218	0.002393	0.036812	0.001863	0.002223	0.001822	0.00151	0.003518	0.002306	0.00193
1.115	0.004223	0.002386	0.036977	0.001866	0.002252	0.001819	0.00151	0.003485	0.002306	0.001929
1.1155	0.004229	0.002378	0.037144	0.001869	0.002282	0.001815	0.00151	0.003452	0.002306	0.001929
1.116	0.004235	0.00237	0.037312	0.001873	0.002312	0.001811	0.00151	0.00342	0.002306	0.001928
1.1165	0.00424	0.002362	0.03748	0.001876	0.002342	0.001807	0.00151	0.003388	0.002306	0.001927
1.117	0.004246	0.002355	0.03765	0.001879	0.002373	0.001803	0.00151	0.003356	0.002306	0.001927
1.1175	0.004252	0.002347	0.037821	0.001882	0.002404	0.001799	0.00151	0.003324	0.002306	0.001926
1.118	0.004258	0.002339	0.037992	0.001886	0.002435	0.001795	0.00151	0.003292	0.002306	0.001925
1.1185	0.004265	0.002331	0.038164	0.001889	0.002466	0.001791	0.00151	0.003261	0.002305	0.001925
1.119	0.004271	0.002323	0.038336	0.001893	0.002498	0.001787	0.00151	0.00323	0.002305	0.001924
1.1195	0.004277	0.002316	0.03851	0.001896	0.00253	0.001782	0.00151	0.003199	0.002304	0.001923
1.12	0.004283	0.002308	0.038684	0.001899	0.002563	0.001778	0.00151	0.003168	0.002304	0.001923
1.1205	0.00429	0.0023	0.038858	0.001903	0.002595	0.001774	0.001511	0.003137	0.002303	0.001922
1.121	0.004297	0.002292	0.039033	0.001906	0.002628	0.00177	0.001511	0.003107	0.002302	0.001922
1.1215	0.004303	0.002284	0.039208	0.00191	0.002661	0.001766	0.001511	0.003077	0.002301	0.001921
1.122	0.00431	0.002277	0.039384	0.001913	0.002695	0.001761	0.001512	0.003047	0.0023	0.00192
1.1225	0.004317	0.002269	0.03956	0.001917	0.002729	0.001757	0.001512	0.003017	0.002299	0.00192
1.123	0.004324	0.002261	0.039736	0.001921	0.002762	0.001753	0.001512	0.002988	0.002298	0.001919
1.1235	0.004331	0.002253	0.039913	0.001924	0.002796	0.001749	0.001513	0.002959	0.002296	0.001919
1.124	0.004338	0.002246	0.040089	0.001928	0.002831	0.001744	0.001513	0.00293	0.002295	0.001918
1.1245	0.004345	0.002238	0.040266	0.001931	0.002865	0.00174	0.001514	0.002901	0.002294	0.001918
1.125	0.004353	0.00223	0.040442	0.001935	0.0029	0.001736	0.001515	0.002873	0.002292	0.001917
1.1255	0.00436	0.002223	0.040619	0.001939	0.002935	0.001731	0.001515	0.002845	0.00229	0.001916
1.126	0.004368	0.002215	0.040795	0.001942	0.00297	0.001727	0.001516	0.002817	0.002289	0.001916
1.1265	0.004375	0.002207	0.040972	0.001946	0.003005	0.001723	0.001516	0.002789	0.002287	0.001915
1.127	0.004383	0.0022	0.041148	0.00195	0.00304	0.001718	0.001517	0.002761	0.002285	0.001915
1.1275	0.004391	0.002192	0.041323	0.001954	0.003076	0.001714	0.001518	0.002734	0.002283	0.001914
1.128	0.004399	0.002184	0.041499	0.001957	0.003111	0.00171	0.001519	0.002707	0.002281	0.001914
1.1285	0.004407	0.002177	0.041674	0.001961	0.003147	0.001706	0.00152	0.002681	0.002279	0.001914
1.129	0.004415	0.002169	0.041849	0.001965	0.003183	0.001701	0.001521	0.002654	0.002276	0.001913
1.1295	0.004423	0.002162	0.042023	0.001969	0.003218	0.001697	0.001521	0.002628	0.002274	0.001913
1.13	0.004432	0.002154	0.042196	0.001972	0.003254	0.001693	0.001522	0.002603	0.002272	0.001912
1.1305	0.00444	0.002147	0.042369	0.001976	0.00329	0.001689	0.001523	0.002577	0.002269	0.001912
1.131	0.004449	0.002139	0.042541	0.00198	0.003326	0.001684	0.001524	0.002552	0.002267	0.001912
1.1315	0.004457	0.002132	0.042713	0.001984	0.003362	0.00168	0.001526	0.002527	0.002264	0.001911
1.132	0.004466	0.002124	0.042884	0.001987	0.003398	0.001676	0.001527	0.002502	0.002261	0.001911
1.1325	0.004475	0.002117	0.043053	0.001991	0.003434	0.001672	0.001528	0.002478	0.002258	0.001911
1.133	0.004484	0.002109	0.043222	0.001995	0.00347	0.001668	0.001529	0.002454	0.002255	0.00191
1.1335	0.004493	0.002102	0.04339	0.001999	0.003506	0.001664	0.00153	0.00243	0.002253	0.00191
1.134	0.004502	0.002094	0.043557	0.002002	0.003542	0.001659	0.001531	0.002407	0.00225	0.00191
1.1345	0.004511	0.002087	0.043723	0.002006	0.003578	0.001655	0.001533	0.002383	0.002246	0.001909
1.135	0.004521	0.00208	0.043888	0.00201	0.003614	0.001651	0.001534	0.00236	0.002243	0.001909
1.1355	0.00453	0.002072	0.044052	0.002013	0.00365	0.001647	0.001535	0.002338	0.00224	0.001909
1.136	0.004539	0.002065	0.044214	0.002017	0.003686	0.001643	0.001537	0.002316	0.002237	0.001909
1.1365	0.004549	0.002058	0.044376	0.002021	0.003722	0.001639	0.001538	0.002294	0.002234	0.001909
1.137	0.004559	0.00205	0.044536	0.002025	0.003757	0.001635	0.00154	0.002272	0.00223	0.001909
1.1375	0.004568	0.002043	0.044694	0.002028	0.003793	0.001632	0.001541	0.002251	0.002227	0.001908
1.138	0.004578	0.002036	0.044851	0.002032	0.003828	0.001628	0.001543	0.00223	0.002223	0.001908
1.1385	0.004588	0.002029	0.045007	0.002035	0.003863	0.001624	0.001544	0.002209	0.00222	0.001908
1.139	0.004598	0.002021	0.045161	0.002039	0.003898	0.00162	0.001546	0.002188	0.002216	0.001908
1.1395	0.004608	0.002014	0.045314	0.002043	0.003933	0.001616	0.001547	0.002168	0.002212	0.001908
1.14	0.004618	0.002007	0.045465	0.002046	0.003968	0.001613	0.001549	0.002148	0.002208	0.001908
1.1405	0.004629	0.002	0.045614	0.00205	0.004002	0.001609	0.001551	0.002129	0.002205	0.001908
1.141	0.004639	0.001993	0.045762	0.002053	0.004036	0.001605	0.001552	0.00211	0.002201	0.001908
1.1415	0.004649	0.001986	0.045908	0.002057	0.00407	0.001602	0.001554	0.002091	0.002197	0.001908
1.142	0.00466	0.001979	0.046052	0.00206	0.004104	0.001598	0.001556	0.002072	0.002193	0.001908
1.1425	0.00467	0.001971	0.046195	0.002064	0.004137	0.001595	0.001558	0.002054	0.002189	0.001909
1.143	0.004681	0.001964	0.046336	0.002067	0.004171	0.001591	0.001559	0.002036	0.002185	0.001909
1.1435	0.004691	0.001957	0.046475	0.00207	0.004203	0.001588	0.001561	0.002019	0.002181	0.001909
1.144	0.004702	0.00195	0.046611	0.002074	0.004236	0.001584	0.001563	0.002001	0.002177	0.001909
1.1445	0.004713	0.001943	0.046747	0.002077	0.004268	0.001581	0.001565	0.001984	0.002172	0.001909
1.145	0.004723	0.001936	0.04688	0.00208	0.0043	0.001578	0.001567	0.001968	0.002168	0.00191
1.1455	0.004734	0.001929	0.047011	0.002083	0.004332	0.001574	0.001569	0.001951	0.002164	0.00191
1.146	0.004745	0.001923	0.04714	0.002087	0.004363	0.001571	0.001571	0.001936	0.00216	0.00191
1.1465	0.004756	0.001916	0.047267	0.00209	0.004394	0.001568	0.001572	0.00192	0.002155	0.001911
1.147	0.004767	0.001909	0.047391	0.002093	0.004425	0.001565	0.001574	0.001904	0.002151	0.001911
1.1475	0.004778	0.001902	0.047514	0.002096	0.004455	0.001562	0.001576	0.001889	0.002146	0.001912
1.148	0.004788	0.001895	0.047635	0.002099	0.004484	0.001559	0.001578	0.001875	0.002142	0.001912
1.1485	0.004799	0.001888	0.047753	0.002102	0.004514	0.001556	0.00158	0.00186	0.002137	0.001913
1.149	0.00481	0.001881	0.047869	0.002105	0.004542	0.001553	0.001582	0.001846	0.002133	0.001913
1.1495	0.004821	0.001874	0.047983	0.002108	0.004571	0.00155	0.001585	0.001833	0.002128	0.001914
1.15	0.004832	0.001868	0.048095	0.00211	0.004599	0.001547	0.001587	0.001819	0.002124	0.001914
1.1505	0.004843	0.001861	0.048205	0.002113	0.004626	0.001544	0.001589	0.001806	0.002119	0.001915
1.151	0.004854	0.001854	0.048312	0.002116	0.004653	0.001542	0.001591	0.001793	0.002115	0.001916
1.1515	0.004865	0.001847	0.048417	0.002119	0.00468	0.001539	0.001593	0.001781	0.00211	0.001916
1.152	0.004876	0.001841	0.04852	0.002121	0.004706	0.001536	0.001595	0.001769	0.002105	0.001917
1.1525	0.004887	0.001834	0.04862	0.002124	0.004731	0.001534	0.001597	0.001757	0.002101	0.001918
1.153	0.004898	0.001827	0.048718	0.002126	0.004756	0.001531	0.001599	0.001745	0.002096	0.001919
1.1535	0.004909	0.001821	0.048814	0.002129	0.004781	0.001528	0.001601	0.001734	0.002091	0.00192
1.154	0.00492	0.001814	0.048907	0.002131	0.004804	0.001526	0.001603	0.001723	0.002086	0.001921
1.1545	0.004931	0.001807	0.048998	0.002133	0.004828	0.001523	0.001606	0.001712	0.002082	0.001922
1.155	0.004942	0.001801	0.049086	0.002135	0.00485	0.001521	0.001608	0.001702	0.002077	0.001923
1.1555	0.004953	0.001794	0.049172	0.002138	0.004873	0.001519	0.00161	0.001692	0.002072	0.001924
1.156	0.004964	0.001788	0.049256	0.00214	0.004894	0.001516	0.001612	0.001682	0.002067	0.001925
1.1565	0.004975	0.001781	0.049337	0.002142	0.004915	0.001514	0.001614	0.001673	0.002063	0.001926
1.157	0.004986	0.001775	0.049416	0.002144	0.004935	0.001512	0.001616	0.001664	0.002058	0.001927
1.1575	0.004997	0.001768	0.049493	0.002146	0.004955	0.00151	0.001618	0.001655	0.002053	0.001928
1.158	0.005007	0.001762	0.049567	0.002147	0.004974	0.001508	0.001621	0.001646	0.002048	0.00193
1.1585	0.005018	0.001755	0.049639	0.002149	0.004992	0.001506	0.001623	0.001638	0.002043	0.001931
